"ImporterFile","ImportPath","Exists","ResolvedPath"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\apps\customer\CartPage.jsx","react-router-dom","True","[alias-or-package] react-router-dom"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\apps\customer\CartPage.jsx","../../store/cartStore","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\store\cartStore.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\apps\customer\CartPage.jsx","../../utils/formatCurrency","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\utils\formatCurrency.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\apps\customer\HomePage.jsx","react-router-dom","True","[alias-or-package] react-router-dom"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\apps\customer\HomePage.jsx","../../components/home/HeroBanner","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\home\HeroBanner.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\apps\customer\HomePage.jsx","../../components/home/PromoStrip","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\home\PromoStrip.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\apps\customer\HomePage.jsx","../../components/home/CategoryGrid","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\home\CategoryGrid.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\apps\customer\HomePage.jsx","../../components/home/AdSlots","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\home\AdSlots.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\apps\customer\HomePage.jsx","../../components/products/ProductGrid.jsx","False","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\products\ProductGrid.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\apps\customer\OffersPage.jsx","react","True","[alias-or-package] react"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\apps\customer\OffersPage.jsx","../../components/products/ProductCard","False","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\products\ProductCard"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\apps\customer\OffersPage.jsx","../../services/productService","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\services\productService.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\apps\customer\OffersPage.jsx","../../utils/debounce","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\utils\debounce.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\account\AccountSidebar.jsx","react-router-dom","True","[alias-or-package] react-router-dom"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\account\AddressForm.jsx","react","True","[alias-or-package] react"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\admin\AdminStatusSelector.jsx","../../config/adminOrderStatuses","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\config\adminOrderStatuses.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\app\AuthBootstrap.jsx","react","True","[alias-or-package] react"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\app\AuthBootstrap.jsx","./SplashScreen","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\app\SplashScreen.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\common\Header.jsx","react-router-dom","True","[alias-or-package] react-router-dom"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\common\Header.jsx","../../store/authStore","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\store\authStore.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\common\Header.jsx","../../store/cartStore","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\store\cartStore.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\common\ProtectedRoute.jsx","react-router-dom","True","[alias-or-package] react-router-dom"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\common\ProtectedRoute.jsx","../../store/authStore","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\store\authStore.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\common\RuntimeBadge.jsx","../../config/runtimeConfig","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\config\runtimeConfig.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\common\SocialBar.jsx","../../config/socialChannels","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\config\socialChannels.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\home\FeaturedPreview.jsx","react","True","[alias-or-package] react"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\home\FeaturedPreview.jsx","../../services/productService","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\services\productService.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\home\FeaturedPreview.jsx","../products/ProductCard","False","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\products\ProductCard"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\ui\Receipt.jsx","./TaxQrBlock","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\ui\TaxQrBlock.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\ui\Receipt.jsx","../../styles/receipt.css","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\styles\receipt.css"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\ui\Receipt.jsx","../../utils/formatCurrency","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\utils\formatCurrency.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\ui\TaxQrBlock.jsx","qrcode.react","True","[alias-or-package] qrcode.react"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\ui\ToastProvider.jsx","react","True","[alias-or-package] react"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\layout\AdminLayout.jsx","react-router-dom","True","[alias-or-package] react-router-dom"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\layout\AuthLayout.jsx","react-router-dom","True","[alias-or-package] react-router-dom"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\layout\MainLayout.jsx","react-router-dom","True","[alias-or-package] react-router-dom"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\layout\MainLayout.jsx","../components/common/Header","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\common\Header.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\layout\MainLayout.jsx","../components/common/Footer","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\common\Footer.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\AccountPage.jsx","../components/account/AccountSidebar","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\account\AccountSidebar.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\AddressesPage.jsx","../components/account/AddressForm","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\account\AddressForm.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\AdminOrderDetailsPage.jsx","react-router-dom","True","[alias-or-package] react-router-dom"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\InvoicePage.jsx","../styles/invoice.css","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\styles\invoice.css"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\InvoicePage.jsx","react","True","[alias-or-package] react"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\InvoicePage.jsx","react-router-dom","True","[alias-or-package] react-router-dom"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\InvoicePage.jsx","qrcode.react","True","[alias-or-package] qrcode.react"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\InvoicePage.jsx","../services/orderService","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\services\orderService.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\InvoicePage.jsx","../utils/zatcaQr","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\utils\zatcaQr.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\InvoicePrintPage.jsx","../styles/invoice.css","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\styles\invoice.css"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\InvoicePrintPage.jsx","react","True","[alias-or-package] react"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\InvoicePrintPage.jsx","../components/ui/Receipt","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\ui\Receipt.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\InvoicePrintPage.jsx","../utils/zatcaQr","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\utils\zatcaQr.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\OrderDetailsPage.jsx","react-router-dom","True","[alias-or-package] react-router-dom"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\ProductDetailsPage.jsx","react-router-dom","True","[alias-or-package] react-router-dom"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\RateOrderPage.jsx","react","True","[alias-or-package] react"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\RateOrderPage.jsx","react-router-dom","True","[alias-or-package] react-router-dom"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\RateOrderPage.jsx","../components/common/Header","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\common\Header.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\RateOrderPage.jsx","../store/authStore","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\store\authStore.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\RateOrderPage.jsx","../services/orderService","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\services\orderService.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\RateOrderPage.jsx","../components/ui/ToastProvider","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\ui\ToastProvider.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\RatingSuccessPage.jsx","react-router-dom","True","[alias-or-package] react-router-dom"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\RatingSuccessPage.jsx","../components/common/Header","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\common\Header.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","react-router-dom","True","[alias-or-package] react-router-dom"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","../layout/MainLayout","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\layout\MainLayout.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","../layout/AdminLayout","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\layout\AdminLayout.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","../layout/AuthLayout","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\layout\AuthLayout.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","../components/common/ProtectedRoute","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\common\ProtectedRoute.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","./customerRouter","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\customerRouter.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","../pages/OrdersPage","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\OrdersPage.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","../pages/OrderDetailsPage","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\OrderDetailsPage.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","../pages/CheckoutPage","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\CheckoutPage.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","../pages/OrderSuccessPage","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\OrderSuccessPage.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","../pages/AccountPage","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\AccountPage.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","../pages/AddressesPage","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\AddressesPage.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","../pages/LoginPage","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\LoginPage.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","../pages/AdminOrdersPage","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\AdminOrdersPage.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","../pages/AdminOrderDetailsPage","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\AdminOrderDetailsPage.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","../pages/AdminBannersPage","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\AdminBannersPage.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","../pages/InvoicePage","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\InvoicePage.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","../pages/InvoicePrintPage","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\InvoicePrintPage.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","../pages/RateOrderPage","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\RateOrderPage.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx","../pages/RatingSuccessPage","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\RatingSuccessPage.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\customerRouter.jsx","../apps/customer/HomePage","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\apps\customer\HomePage.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\customerRouter.jsx","../apps/customer/OffersPage","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\apps\customer\OffersPage.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\customerRouter.jsx","../apps/customer/CartPage","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\apps\customer\CartPage.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\customerRouter.jsx","../pages/ProductDetailsPage","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\pages\ProductDetailsPage.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\services\apiClient.js","axios","True","[alias-or-package] axios"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\services\apiClient.js","../config/runtimeConfig","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\config\runtimeConfig.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\services\authService.js","./apiClient","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\services\apiClient.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\services\bridgeService.js","./apiClient","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\services\apiClient.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\services\orderService.js","./apiClient","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\services\apiClient.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\services\productService.js","./mockProducts.json","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\services\mockProducts.json"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\services\productService.js","./pricingService","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\services\pricingService.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\services\socialService.js","../config/socialChannels","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\config\socialChannels.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\services\socialService.js","../config/socialCampaigns","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\config\socialCampaigns.js"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\store\accountStore.js","zustand","True","[alias-or-package] zustand"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\store\authStore.js","zustand","True","[alias-or-package] zustand"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\store\cartStore.js","zustand","True","[alias-or-package] zustand"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\App.jsx","./components/app/AuthBootstrap","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\app\AuthBootstrap.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\App.jsx","./components/ui/ToastProvider","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\components\ui\ToastProvider.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\App.jsx","./router/AppRouter","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\router\AppRouter.jsx"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\main.jsx","react-dom/client","True","[alias-or-package] react-dom/client"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\main.jsx","./index.css","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\index.css"
"D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\main.jsx","./App","True","D:\iPharmEGY_RUNTIME\AlNourOffers\alnour-offers-web\src\App.jsx"
